"Town/County","FIPS","Year","Town Profile Year","Measure Type","Variable","Value"
"Naugatuck","0900949950",2017,2019,"Number","Total Housing Units",12777
"Naugatuck","0900949950",2017,2019,"Number","Housing Units Built Before 1950",3643
"Naugatuck","0900949950",2017,2019,"Percent","Housing Units Built Before 1950",28.5
"Naugatuck","0900949950",2018,2020,"Number","Total Housing Units",12376
"Naugatuck","0900949950",2018,2020,"Number","Housing Units Built Before 1950",3558
"Naugatuck","0900949950",2018,2020,"Percent","Housing Units Built Before 1950",28.7
"New Britain","0900350440",2013,2015,"Number","Total Housing Units",31322
"New Britain","0900350440",2013,2015,"Number","Housing Units Built Before 1950",14209
"New Britain","0900350440",2013,2015,"Percent","Housing Units Built Before 1950",45.4
"New Britain","0900350440",2014,2016,"Number","Total Housing Units",31023
"New Britain","0900350440",2014,2016,"Number","Housing Units Built Before 1950",13841
"New Britain","0900350440",2014,2016,"Percent","Housing Units Built Before 1950",44.6
"New Britain","0900350440",2015,2017,"Number","Total Housing Units",31670
"New Britain","0900350440",2015,2017,"Number","Housing Units Built Before 1950",14198
"New Britain","0900350440",2015,2017,"Percent","Housing Units Built Before 1950",44.8
"New Britain","0900350440",2016,2018,"Number","Total Housing Units",31616
"New Britain","0900350440",2016,2018,"Number","Housing Units Built Before 1950",14686
"New Britain","0900350440",2016,2018,"Percent","Housing Units Built Before 1950",46.5
"New Britain","0900350440",2017,2019,"Number","Total Housing Units",32097
"New Britain","0900350440",2017,2019,"Number","Housing Units Built Before 1950",15003
"New Britain","0900350440",2017,2019,"Percent","Housing Units Built Before 1950",46.7
"New Britain","0900350440",2018,2020,"Number","Total Housing Units",31953
"New Britain","0900350440",2018,2020,"Number","Housing Units Built Before 1950",14784
"New Britain","0900350440",2018,2020,"Percent","Housing Units Built Before 1950",46.3
"New Canaan","0900150580",2013,2015,"Number","Total Housing Units",7260
"New Canaan","0900150580",2013,2015,"Number","Housing Units Built Before 1950",1576
"New Canaan","0900150580",2013,2015,"Percent","Housing Units Built Before 1950",21.7
"New Canaan","0900150580",2014,2016,"Number","Total Housing Units",7305
"New Canaan","0900150580",2014,2016,"Number","Housing Units Built Before 1950",1456
"New Canaan","0900150580",2014,2016,"Percent","Housing Units Built Before 1950",19.9
"New Canaan","0900150580",2015,2017,"Number","Total Housing Units",7310
"New Canaan","0900150580",2015,2017,"Number","Housing Units Built Before 1950",1462
"New Canaan","0900150580",2015,2017,"Percent","Housing Units Built Before 1950",20
"New Canaan","0900150580",2016,2018,"Number","Total Housing Units",7444
"New Canaan","0900150580",2016,2018,"Number","Housing Units Built Before 1950",1458
"New Canaan","0900150580",2016,2018,"Percent","Housing Units Built Before 1950",19.6
"New Canaan","0900150580",2017,2019,"Number","Total Housing Units",7491
"New Canaan","0900150580",2017,2019,"Number","Housing Units Built Before 1950",1638
"New Canaan","0900150580",2017,2019,"Percent","Housing Units Built Before 1950",21.9
"New Canaan","0900150580",2018,2020,"Number","Total Housing Units",7582
"New Canaan","0900150580",2018,2020,"Number","Housing Units Built Before 1950",1780
"New Canaan","0900150580",2018,2020,"Percent","Housing Units Built Before 1950",23.5
"New Fairfield","0900150860",2013,2015,"Number","Total Housing Units",5656
"New Fairfield","0900150860",2013,2015,"Number","Housing Units Built Before 1950",1031
"New Fairfield","0900150860",2013,2015,"Percent","Housing Units Built Before 1950",18.2
"New Fairfield","0900150860",2014,2016,"Number","Total Housing Units",5820
"New Fairfield","0900150860",2014,2016,"Number","Housing Units Built Before 1950",1064
"New Fairfield","0900150860",2014,2016,"Percent","Housing Units Built Before 1950",18.3
"New Fairfield","0900150860",2015,2017,"Number","Total Housing Units",5863
"New Fairfield","0900150860",2015,2017,"Number","Housing Units Built Before 1950",1046
"New Fairfield","0900150860",2015,2017,"Percent","Housing Units Built Before 1950",17.8
"New Fairfield","0900150860",2016,2018,"Number","Total Housing Units",5705
"New Fairfield","0900150860",2016,2018,"Number","Housing Units Built Before 1950",1047
"New Fairfield","0900150860",2016,2018,"Percent","Housing Units Built Before 1950",18.4
"New Fairfield","0900150860",2017,2019,"Number","Total Housing Units",5898
"New Fairfield","0900150860",2017,2019,"Number","Housing Units Built Before 1950",1050
"New Fairfield","0900150860",2017,2019,"Percent","Housing Units Built Before 1950",17.8
"New Fairfield","0900150860",2018,2020,"Number","Total Housing Units",5967
"New Fairfield","0900150860",2018,2020,"Number","Housing Units Built Before 1950",1075
"New Fairfield","0900150860",2018,2020,"Percent","Housing Units Built Before 1950",18
"New Hartford","0900551350",2013,2015,"Number","Total Housing Units",2914
"New Hartford","0900551350",2013,2015,"Number","Housing Units Built Before 1950",743
"New Hartford","0900551350",2013,2015,"Percent","Housing Units Built Before 1950",25.5
"New Hartford","0900551350",2014,2016,"Number","Total Housing Units",2984
"New Hartford","0900551350",2014,2016,"Number","Housing Units Built Before 1950",866
"New Hartford","0900551350",2014,2016,"Percent","Housing Units Built Before 1950",29
"New Hartford","0900551350",2015,2017,"Number","Total Housing Units",2906
"New Hartford","0900551350",2015,2017,"Number","Housing Units Built Before 1950",673
"New Hartford","0900551350",2015,2017,"Percent","Housing Units Built Before 1950",23.2
"New Hartford","0900551350",2016,2018,"Number","Total Housing Units",2757
"New Hartford","0900551350",2016,2018,"Number","Housing Units Built Before 1950",621
"New Hartford","0900551350",2016,2018,"Percent","Housing Units Built Before 1950",22.5
"New Hartford","0900551350",2017,2019,"Number","Total Housing Units",2839
"New Hartford","0900551350",2017,2019,"Number","Housing Units Built Before 1950",504
"New Hartford","0900551350",2017,2019,"Percent","Housing Units Built Before 1950",17.8
"New Hartford","0900551350",2018,2020,"Number","Total Housing Units",2892
"New Hartford","0900551350",2018,2020,"Number","Housing Units Built Before 1950",508
"New Hartford","0900551350",2018,2020,"Percent","Housing Units Built Before 1950",17.6
"New Haven","0900952070",2013,2015,"Number","Total Housing Units",57433
"New Haven","0900952070",2013,2015,"Number","Housing Units Built Before 1950",32356
"New Haven","0900952070",2013,2015,"Percent","Housing Units Built Before 1950",56.3
"New Haven","0900952070",2014,2016,"Number","Total Housing Units",57190
"New Haven","0900952070",2014,2016,"Number","Housing Units Built Before 1950",31870
"New Haven","0900952070",2014,2016,"Percent","Housing Units Built Before 1950",55.7
"New Haven","0900952070",2015,2017,"Number","Total Housing Units",56673
"New Haven","0900952070",2015,2017,"Number","Housing Units Built Before 1950",32143
"New Haven","0900952070",2015,2017,"Percent","Housing Units Built Before 1950",56.7
"New Haven","0900952070",2016,2018,"Number","Total Housing Units",56399
"New Haven","0900952070",2016,2018,"Number","Housing Units Built Before 1950",32250
"New Haven","0900952070",2016,2018,"Percent","Housing Units Built Before 1950",57.2
"New Haven","0900952070",2017,2019,"Number","Total Housing Units",56423
"New Haven","0900952070",2017,2019,"Number","Housing Units Built Before 1950",31744
"New Haven","0900952070",2017,2019,"Percent","Housing Units Built Before 1950",56.3
"New Haven","0900952070",2018,2020,"Number","Total Housing Units",56102
"New Haven","0900952070",2018,2020,"Number","Housing Units Built Before 1950",31958
"New Haven","0900952070",2018,2020,"Percent","Housing Units Built Before 1950",57
"New Haven County","09009",2013,2015,"Number","Total Housing Units",361726
"New Haven County","09009",2013,2015,"Number","Housing Units Built Before 1950",120852
"New Haven County","09009",2013,2015,"Percent","Housing Units Built Before 1950",33.4
"New Haven County","09009",2014,2016,"Number","Total Housing Units",362202
"New Haven County","09009",2014,2016,"Number","Housing Units Built Before 1950",120903
"New Haven County","09009",2014,2016,"Percent","Housing Units Built Before 1950",33.4
"New Haven County","09009",2015,2017,"Number","Total Housing Units",362351
"New Haven County","09009",2015,2017,"Number","Housing Units Built Before 1950",120370
"New Haven County","09009",2015,2017,"Percent","Housing Units Built Before 1950",33.2
"New Haven County","09009",2016,2018,"Number","Total Housing Units",362497
"New Haven County","09009",2016,2018,"Number","Housing Units Built Before 1950",120700
"New Haven County","09009",2016,2018,"Percent","Housing Units Built Before 1950",33.3
"New Haven County","09009",2017,2019,"Number","Total Housing Units",365546
"New Haven County","09009",2017,2019,"Number","Housing Units Built Before 1950",120631
"New Haven County","09009",2017,2019,"Percent","Housing Units Built Before 1950",33
"New Haven County","09009",2018,2020,"Number","Total Housing Units",366266
"New Haven County","09009",2018,2020,"Number","Housing Units Built Before 1950",120574
"New Haven County","09009",2018,2020,"Percent","Housing Units Built Before 1950",32.9
"New London","0901152350",2013,2015,"Number","Total Housing Units",11591
"New London","0901152350",2013,2015,"Number","Housing Units Built Before 1950",6674
"New London","0901152350",2013,2015,"Percent","Housing Units Built Before 1950",57.6
"New London","0901152350",2014,2016,"Number","Total Housing Units",11582
"New London","0901152350",2014,2016,"Number","Housing Units Built Before 1950",6691
"New London","0901152350",2014,2016,"Percent","Housing Units Built Before 1950",57.8
"New London","0901152350",2015,2017,"Number","Total Housing Units",12254
"New London","0901152350",2015,2017,"Number","Housing Units Built Before 1950",7043
"New London","0901152350",2015,2017,"Percent","Housing Units Built Before 1950",57.5
"New London","0901152350",2016,2018,"Number","Total Housing Units",12054
"New London","0901152350",2016,2018,"Number","Housing Units Built Before 1950",6798
"New London","0901152350",2016,2018,"Percent","Housing Units Built Before 1950",56.4
"New London","0901152350",2017,2019,"Number","Total Housing Units",12420
"New London","0901152350",2017,2019,"Number","Housing Units Built Before 1950",7059
"New London","0901152350",2017,2019,"Percent","Housing Units Built Before 1950",56.8
"New London","0901152350",2018,2020,"Number","Total Housing Units",12645
"New London","0901152350",2018,2020,"Number","Housing Units Built Before 1950",7309
"New London","0901152350",2018,2020,"Percent","Housing Units Built Before 1950",57.8
"New London County","09011",2013,2015,"Number","Total Housing Units",120900
"New London County","09011",2013,2015,"Number","Housing Units Built Before 1950",35887
"New London County","09011",2013,2015,"Percent","Housing Units Built Before 1950",29.7
"New London County","09011",2014,2016,"Number","Total Housing Units",121096
"New London County","09011",2014,2016,"Number","Housing Units Built Before 1950",34979
"New London County","09011",2014,2016,"Percent","Housing Units Built Before 1950",28.9
"New London County","09011",2015,2017,"Number","Total Housing Units",121258
"New London County","09011",2015,2017,"Number","Housing Units Built Before 1950",35197
"New London County","09011",2015,2017,"Percent","Housing Units Built Before 1950",29
"New London County","09011",2016,2018,"Number","Total Housing Units",121426
"New London County","09011",2016,2018,"Number","Housing Units Built Before 1950",34528
"New London County","09011",2016,2018,"Percent","Housing Units Built Before 1950",28.4
"New London County","09011",2017,2019,"Number","Total Housing Units",122599
"New London County","09011",2017,2019,"Number","Housing Units Built Before 1950",35324
"New London County","09011",2017,2019,"Percent","Housing Units Built Before 1950",28.8
"New London County","09011",2018,2020,"Number","Total Housing Units",123001
"New London County","09011",2018,2020,"Number","Housing Units Built Before 1950",35653
"New London County","09011",2018,2020,"Percent","Housing Units Built Before 1950",29
"New Milford","0900552630",2013,2015,"Number","Total Housing Units",11758
"New Milford","0900552630",2013,2015,"Number","Housing Units Built Before 1950",2117
"New Milford","0900552630",2013,2015,"Percent","Housing Units Built Before 1950",18
"New Milford","0900552630",2014,2016,"Number","Total Housing Units",11700
"New Milford","0900552630",2014,2016,"Number","Housing Units Built Before 1950",2114
"New Milford","0900552630",2014,2016,"Percent","Housing Units Built Before 1950",18.1
"New Milford","0900552630",2015,2017,"Number","Total Housing Units",11592
"New Milford","0900552630",2015,2017,"Number","Housing Units Built Before 1950",1990
"New Milford","0900552630",2015,2017,"Percent","Housing Units Built Before 1950",17.2
"New Milford","0900552630",2016,2018,"Number","Total Housing Units",11561
"New Milford","0900552630",2016,2018,"Number","Housing Units Built Before 1950",2190
"New Milford","0900552630",2016,2018,"Percent","Housing Units Built Before 1950",18.9
"New Milford","0900552630",2017,2019,"Number","Total Housing Units",11568
"New Milford","0900552630",2017,2019,"Number","Housing Units Built Before 1950",2306
"New Milford","0900552630",2017,2019,"Percent","Housing Units Built Before 1950",19.9
"New Milford","0900552630",2018,2020,"Number","Total Housing Units",11899
"New Milford","0900552630",2018,2020,"Number","Housing Units Built Before 1950",2226
"New Milford","0900552630",2018,2020,"Percent","Housing Units Built Before 1950",18.7
"Newington","0900352140",2013,2015,"Number","Total Housing Units",13041
"Newington","0900352140",2013,2015,"Number","Housing Units Built Before 1950",2164
"Newington","0900352140",2013,2015,"Percent","Housing Units Built Before 1950",16.6
"Newington","0900352140",2014,2016,"Number","Total Housing Units",13025
"Newington","0900352140",2014,2016,"Number","Housing Units Built Before 1950",2221
"Newington","0900352140",2014,2016,"Percent","Housing Units Built Before 1950",17.1
"Newington","0900352140",2015,2017,"Number","Total Housing Units",12990
"Newington","0900352140",2015,2017,"Number","Housing Units Built Before 1950",2116
"Newington","0900352140",2015,2017,"Percent","Housing Units Built Before 1950",16.3
"Newington","0900352140",2016,2018,"Number","Total Housing Units",12860
"Newington","0900352140",2016,2018,"Number","Housing Units Built Before 1950",2132
"Newington","0900352140",2016,2018,"Percent","Housing Units Built Before 1950",16.6
"Newington","0900352140",2017,2019,"Number","Total Housing Units",12871
"Newington","0900352140",2017,2019,"Number","Housing Units Built Before 1950",2105
"Newington","0900352140",2017,2019,"Percent","Housing Units Built Before 1950",16.4
"Newington","0900352140",2018,2020,"Number","Total Housing Units",12786
"Newington","0900352140",2018,2020,"Number","Housing Units Built Before 1950",1963
"Newington","0900352140",2018,2020,"Percent","Housing Units Built Before 1950",15.4
"Newtown","0900152980",2013,2015,"Number","Total Housing Units",10098
"Newtown","0900152980",2013,2015,"Number","Housing Units Built Before 1950",1646
"Newtown","0900152980",2013,2015,"Percent","Housing Units Built Before 1950",16.3
"Newtown","0900152980",2014,2016,"Number","Total Housing Units",10163
"Newtown","0900152980",2014,2016,"Number","Housing Units Built Before 1950",1701
"Newtown","0900152980",2014,2016,"Percent","Housing Units Built Before 1950",16.7
"Newtown","0900152980",2015,2017,"Number","Total Housing Units",10167
"Newtown","0900152980",2015,2017,"Number","Housing Units Built Before 1950",1616
"Newtown","0900152980",2015,2017,"Percent","Housing Units Built Before 1950",15.9
"Newtown","0900152980",2016,2018,"Number","Total Housing Units",10260
"Newtown","0900152980",2016,2018,"Number","Housing Units Built Before 1950",1695
"Newtown","0900152980",2016,2018,"Percent","Housing Units Built Before 1950",16.5
"Newtown","0900152980",2017,2019,"Number","Total Housing Units",10282
"Newtown","0900152980",2017,2019,"Number","Housing Units Built Before 1950",1718
"Newtown","0900152980",2017,2019,"Percent","Housing Units Built Before 1950",16.7
"Newtown","0900152980",2018,2020,"Number","Total Housing Units",10514
"Newtown","0900152980",2018,2020,"Number","Housing Units Built Before 1950",1713
"Newtown","0900152980",2018,2020,"Percent","Housing Units Built Before 1950",16.3
"Norfolk","0900553470",2013,2015,"Number","Total Housing Units",871
"Norfolk","0900553470",2013,2015,"Number","Housing Units Built Before 1950",461
"Norfolk","0900553470",2013,2015,"Percent","Housing Units Built Before 1950",52.9
"Norfolk","0900553470",2014,2016,"Number","Total Housing Units",912
"Norfolk","0900553470",2014,2016,"Number","Housing Units Built Before 1950",449
"Norfolk","0900553470",2014,2016,"Percent","Housing Units Built Before 1950",49.2
"Norfolk","0900553470",2015,2017,"Number","Total Housing Units",940
"Norfolk","0900553470",2015,2017,"Number","Housing Units Built Before 1950",464
"Norfolk","0900553470",2015,2017,"Percent","Housing Units Built Before 1950",49.4
"Norfolk","0900553470",2016,2018,"Number","Total Housing Units",923
"Norfolk","0900553470",2016,2018,"Number","Housing Units Built Before 1950",486
"Norfolk","0900553470",2016,2018,"Percent","Housing Units Built Before 1950",52.7
"Norfolk","0900553470",2017,2019,"Number","Total Housing Units",927
"Norfolk","0900553470",2017,2019,"Number","Housing Units Built Before 1950",485
"Norfolk","0900553470",2017,2019,"Percent","Housing Units Built Before 1950",52.3
"Norfolk","0900553470",2018,2020,"Number","Total Housing Units",958
"Norfolk","0900553470",2018,2020,"Number","Housing Units Built Before 1950",578
"Norfolk","0900553470",2018,2020,"Percent","Housing Units Built Before 1950",60.3
"North Branford","0900953890",2013,2015,"Number","Total Housing Units",5632
"North Branford","0900953890",2013,2015,"Number","Housing Units Built Before 1950",530
"North Branford","0900953890",2013,2015,"Percent","Housing Units Built Before 1950",9.4
"North Branford","0900953890",2014,2016,"Number","Total Housing Units",5775
"North Branford","0900953890",2014,2016,"Number","Housing Units Built Before 1950",434
"North Branford","0900953890",2014,2016,"Percent","Housing Units Built Before 1950",7.5
"North Branford","0900953890",2015,2017,"Number","Total Housing Units",5629
"North Branford","0900953890",2015,2017,"Number","Housing Units Built Before 1950",474
"North Branford","0900953890",2015,2017,"Percent","Housing Units Built Before 1950",8.4
"North Branford","0900953890",2016,2018,"Number","Total Housing Units",5813
"North Branford","0900953890",2016,2018,"Number","Housing Units Built Before 1950",440
"North Branford","0900953890",2016,2018,"Percent","Housing Units Built Before 1950",7.6
"North Branford","0900953890",2017,2019,"Number","Total Housing Units",5892
"North Branford","0900953890",2017,2019,"Number","Housing Units Built Before 1950",612
"North Branford","0900953890",2017,2019,"Percent","Housing Units Built Before 1950",10.4
"North Branford","0900953890",2018,2020,"Number","Total Housing Units",5926
"North Branford","0900953890",2018,2020,"Number","Housing Units Built Before 1950",670
"North Branford","0900953890",2018,2020,"Percent","Housing Units Built Before 1950",11.3
"North Canaan","0900554030",2013,2015,"Number","Total Housing Units",1556
"North Canaan","0900554030",2013,2015,"Number","Housing Units Built Before 1950",810
"North Canaan","0900554030",2013,2015,"Percent","Housing Units Built Before 1950",52.1
"North Canaan","0900554030",2014,2016,"Number","Total Housing Units",1596
"North Canaan","0900554030",2014,2016,"Number","Housing Units Built Before 1950",773
"North Canaan","0900554030",2014,2016,"Percent","Housing Units Built Before 1950",48.4
"North Canaan","0900554030",2015,2017,"Number","Total Housing Units",1558
"North Canaan","0900554030",2015,2017,"Number","Housing Units Built Before 1950",739
"North Canaan","0900554030",2015,2017,"Percent","Housing Units Built Before 1950",47.4
"North Canaan","0900554030",2016,2018,"Number","Total Housing Units",1462
"North Canaan","0900554030",2016,2018,"Number","Housing Units Built Before 1950",743
"North Canaan","0900554030",2016,2018,"Percent","Housing Units Built Before 1950",50.8
"North Canaan","0900554030",2017,2019,"Number","Total Housing Units",1676
"North Canaan","0900554030",2017,2019,"Number","Housing Units Built Before 1950",892
"North Canaan","0900554030",2017,2019,"Percent","Housing Units Built Before 1950",53.2
"North Canaan","0900554030",2018,2020,"Number","Total Housing Units",1651
"North Canaan","0900554030",2018,2020,"Number","Housing Units Built Before 1950",872
"North Canaan","0900554030",2018,2020,"Percent","Housing Units Built Before 1950",52.8
"North Haven","0900954870",2013,2015,"Number","Total Housing Units",9326
"North Haven","0900954870",2013,2015,"Number","Housing Units Built Before 1950",2124
"North Haven","0900954870",2013,2015,"Percent","Housing Units Built Before 1950",22.8
"North Haven","0900954870",2014,2016,"Number","Total Housing Units",9054
"North Haven","0900954870",2014,2016,"Number","Housing Units Built Before 1950",2155
"North Haven","0900954870",2014,2016,"Percent","Housing Units Built Before 1950",23.8
"North Haven","0900954870",2015,2017,"Number","Total Housing Units",9015
"North Haven","0900954870",2015,2017,"Number","Housing Units Built Before 1950",2043
"North Haven","0900954870",2015,2017,"Percent","Housing Units Built Before 1950",22.7
"North Haven","0900954870",2016,2018,"Number","Total Housing Units",8915
"North Haven","0900954870",2016,2018,"Number","Housing Units Built Before 1950",2042
"North Haven","0900954870",2016,2018,"Percent","Housing Units Built Before 1950",22.9
"North Haven","0900954870",2017,2019,"Number","Total Housing Units",8998
"North Haven","0900954870",2017,2019,"Number","Housing Units Built Before 1950",1981
"North Haven","0900954870",2017,2019,"Percent","Housing Units Built Before 1950",22
"North Haven","0900954870",2018,2020,"Number","Total Housing Units",9167
"North Haven","0900954870",2018,2020,"Number","Housing Units Built Before 1950",1947
"North Haven","0900954870",2018,2020,"Percent","Housing Units Built Before 1950",21.2
"North Stonington","0901155500",2013,2015,"Number","Total Housing Units",2259
"North Stonington","0901155500",2013,2015,"Number","Housing Units Built Before 1950",467
"North Stonington","0901155500",2013,2015,"Percent","Housing Units Built Before 1950",20.7
"North Stonington","0901155500",2014,2016,"Number","Total Housing Units",2256
"North Stonington","0901155500",2014,2016,"Number","Housing Units Built Before 1950",419
"North Stonington","0901155500",2014,2016,"Percent","Housing Units Built Before 1950",18.6
"North Stonington","0901155500",2015,2017,"Number","Total Housing Units",2222
"North Stonington","0901155500",2015,2017,"Number","Housing Units Built Before 1950",494
"North Stonington","0901155500",2015,2017,"Percent","Housing Units Built Before 1950",22.2
"North Stonington","0901155500",2016,2018,"Number","Total Housing Units",2225
"North Stonington","0901155500",2016,2018,"Number","Housing Units Built Before 1950",497
"North Stonington","0901155500",2016,2018,"Percent","Housing Units Built Before 1950",22.3
"North Stonington","0901155500",2017,2019,"Number","Total Housing Units",2248
"North Stonington","0901155500",2017,2019,"Number","Housing Units Built Before 1950",470
"North Stonington","0901155500",2017,2019,"Percent","Housing Units Built Before 1950",20.9
"North Stonington","0901155500",2018,2020,"Number","Total Housing Units",2350
"North Stonington","0901155500",2018,2020,"Number","Housing Units Built Before 1950",519
"North Stonington","0901155500",2018,2020,"Percent","Housing Units Built Before 1950",22.1
"Norwalk","0900156060",2013,2015,"Number","Total Housing Units",38166
"Norwalk","0900156060",2013,2015,"Number","Housing Units Built Before 1950",11891
"Norwalk","0900156060",2013,2015,"Percent","Housing Units Built Before 1950",31.2
"Norwalk","0900156060",2014,2016,"Number","Total Housing Units",37141
"Norwalk","0900156060",2014,2016,"Number","Housing Units Built Before 1950",11530
"Norwalk","0900156060",2014,2016,"Percent","Housing Units Built Before 1950",31
"Norwalk","0900156060",2015,2017,"Number","Total Housing Units",35800
"Norwalk","0900156060",2015,2017,"Number","Housing Units Built Before 1950",11166
"Norwalk","0900156060",2015,2017,"Percent","Housing Units Built Before 1950",31.2
"Norwalk","0900156060",2016,2018,"Number","Total Housing Units",35168
"Norwalk","0900156060",2016,2018,"Number","Housing Units Built Before 1950",10645
"Norwalk","0900156060",2016,2018,"Percent","Housing Units Built Before 1950",30.3
"Norwalk","0900156060",2017,2019,"Number","Total Housing Units",35458
"Norwalk","0900156060",2017,2019,"Number","Housing Units Built Before 1950",10577
"Norwalk","0900156060",2017,2019,"Percent","Housing Units Built Before 1950",29.8
"Norwalk","0900156060",2018,2020,"Number","Total Housing Units",36051
"Norwalk","0900156060",2018,2020,"Number","Housing Units Built Before 1950",10133
"Norwalk","0900156060",2018,2020,"Percent","Housing Units Built Before 1950",28.1
"Norwich","0901156270",2013,2015,"Number","Total Housing Units",18654
"Norwich","0901156270",2013,2015,"Number","Housing Units Built Before 1950",8611
"Norwich","0901156270",2013,2015,"Percent","Housing Units Built Before 1950",46.2
"Norwich","0901156270",2014,2016,"Number","Total Housing Units",18241
"Norwich","0901156270",2014,2016,"Number","Housing Units Built Before 1950",8158
"Norwich","0901156270",2014,2016,"Percent","Housing Units Built Before 1950",44.7
"Norwich","0901156270",2015,2017,"Number","Total Housing Units",18310
"Norwich","0901156270",2015,2017,"Number","Housing Units Built Before 1950",8109
"Norwich","0901156270",2015,2017,"Percent","Housing Units Built Before 1950",44.3
"Norwich","0901156270",2016,2018,"Number","Total Housing Units",18703
"Norwich","0901156270",2016,2018,"Number","Housing Units Built Before 1950",7895
"Norwich","0901156270",2016,2018,"Percent","Housing Units Built Before 1950",42.2
"Norwich","0901156270",2017,2019,"Number","Total Housing Units",18563
"Norwich","0901156270",2017,2019,"Number","Housing Units Built Before 1950",8147
"Norwich","0901156270",2017,2019,"Percent","Housing Units Built Before 1950",43.9
"Norwich","0901156270",2018,2020,"Number","Total Housing Units",19076
"Norwich","0901156270",2018,2020,"Number","Housing Units Built Before 1950",8381
"Norwich","0901156270",2018,2020,"Percent","Housing Units Built Before 1950",43.9
"Old Lyme","0901157040",2013,2015,"Number","Total Housing Units",4898
"Old Lyme","0901157040",2013,2015,"Number","Housing Units Built Before 1950",1691
"Old Lyme","0901157040",2013,2015,"Percent","Housing Units Built Before 1950",34.5
"Old Lyme","0901157040",2014,2016,"Number","Total Housing Units",5003
"Old Lyme","0901157040",2014,2016,"Number","Housing Units Built Before 1950",1856
"Old Lyme","0901157040",2014,2016,"Percent","Housing Units Built Before 1950",37.1
"Old Lyme","0901157040",2015,2017,"Number","Total Housing Units",4953
"Old Lyme","0901157040",2015,2017,"Number","Housing Units Built Before 1950",1831
"Old Lyme","0901157040",2015,2017,"Percent","Housing Units Built Before 1950",37
"Old Lyme","0901157040",2016,2018,"Number","Total Housing Units",4944
"Old Lyme","0901157040",2016,2018,"Number","Housing Units Built Before 1950",1770
"Old Lyme","0901157040",2016,2018,"Percent","Housing Units Built Before 1950",35.8
"Old Lyme","0901157040",2017,2019,"Number","Total Housing Units",5036
"Old Lyme","0901157040",2017,2019,"Number","Housing Units Built Before 1950",1748
"Old Lyme","0901157040",2017,2019,"Percent","Housing Units Built Before 1950",34.7
"Old Lyme","0901157040",2018,2020,"Number","Total Housing Units",4987
"Old Lyme","0901157040",2018,2020,"Number","Housing Units Built Before 1950",1773
"Old Lyme","0901157040",2018,2020,"Percent","Housing Units Built Before 1950",35.6
"Old Saybrook","0900757320",2013,2015,"Number","Total Housing Units",5685
"Old Saybrook","0900757320",2013,2015,"Number","Housing Units Built Before 1950",1299
"Old Saybrook","0900757320",2013,2015,"Percent","Housing Units Built Before 1950",22.8
"Old Saybrook","0900757320",2014,2016,"Number","Total Housing Units",5814
"Old Saybrook","0900757320",2014,2016,"Number","Housing Units Built Before 1950",1217
"Old Saybrook","0900757320",2014,2016,"Percent","Housing Units Built Before 1950",20.9
"Old Saybrook","0900757320",2015,2017,"Number","Total Housing Units",5723
"Old Saybrook","0900757320",2015,2017,"Number","Housing Units Built Before 1950",1187
"Old Saybrook","0900757320",2015,2017,"Percent","Housing Units Built Before 1950",20.7
"Old Saybrook","0900757320",2016,2018,"Number","Total Housing Units",5650
"Old Saybrook","0900757320",2016,2018,"Number","Housing Units Built Before 1950",1312
"Old Saybrook","0900757320",2016,2018,"Percent","Housing Units Built Before 1950",23.2
"Old Saybrook","0900757320",2017,2019,"Number","Total Housing Units",5587
"Old Saybrook","0900757320",2017,2019,"Number","Housing Units Built Before 1950",1281
"Old Saybrook","0900757320",2017,2019,"Percent","Housing Units Built Before 1950",22.9
"Old Saybrook","0900757320",2018,2020,"Number","Total Housing Units",5800
"Old Saybrook","0900757320",2018,2020,"Number","Housing Units Built Before 1950",1231
"Old Saybrook","0900757320",2018,2020,"Percent","Housing Units Built Before 1950",21.2
"Orange","0900957600",2013,2015,"Number","Total Housing Units",5132
"Orange","0900957600",2013,2015,"Number","Housing Units Built Before 1950",795
"Orange","0900957600",2013,2015,"Percent","Housing Units Built Before 1950",15.5
"Orange","0900957600",2014,2016,"Number","Total Housing Units",5082
"Orange","0900957600",2014,2016,"Number","Housing Units Built Before 1950",680
"Orange","0900957600",2014,2016,"Percent","Housing Units Built Before 1950",13.4
"Orange","0900957600",2015,2017,"Number","Total Housing Units",5031
"Orange","0900957600",2015,2017,"Number","Housing Units Built Before 1950",709
"Orange","0900957600",2015,2017,"Percent","Housing Units Built Before 1950",14.1
"Orange","0900957600",2016,2018,"Number","Total Housing Units",5037
"Orange","0900957600",2016,2018,"Number","Housing Units Built Before 1950",725
"Orange","0900957600",2016,2018,"Percent","Housing Units Built Before 1950",14.4
"Orange","0900957600",2017,2019,"Number","Total Housing Units",5106
"Orange","0900957600",2017,2019,"Number","Housing Units Built Before 1950",695
"Orange","0900957600",2017,2019,"Percent","Housing Units Built Before 1950",13.6
"Orange","0900957600",2018,2020,"Number","Total Housing Units",5120
"Orange","0900957600",2018,2020,"Number","Housing Units Built Before 1950",692
"Orange","0900957600",2018,2020,"Percent","Housing Units Built Before 1950",13.5
"Oxford","0900958300",2013,2015,"Number","Total Housing Units",4639
"Oxford","0900958300",2013,2015,"Number","Housing Units Built Before 1950",748
